sujeto,grupo,region,banda,potencia
39,CTR,occipital,alfa,6.98070827900729e-12
39,CTR,occipital,beta,2.6871607305181078e-12
39,CTR,occipital,delta,4.776322325309603e-12
39,CTR,occipital,theta,6.946819190184335e-12
39,CTR,occipital,alfa,6.131202904276162e-12
39,CTR,occipital,beta,2.4910793845166346e-12
39,CTR,occipital,delta,6.175493808318576e-11
39,CTR,occipital,theta,1.8275777048208906e-11
39,CTR,occipital,alfa,1.4124956108596255e-11
39,CTR,occipital,beta,8.381030698993972e-12
43,CTR,frontal,delta,1.2751019289511589e-11
43,CTR,frontal,theta,1.0611481741214487e-11
43,CTR,frontal,alfa,1.0267180476510478e-11
43,CTR,frontal,beta,1.2576407369690277e-11
43,CTR,frontal,delta,1.2015416721193036e-11
43,CTR,frontal,theta,9.901222292128616e-12
43,CTR,frontal,alfa,1.0054995665731084e-11
43,CTR,frontal,beta,1.225953964189859e-11
43,CTR,frontal,delta,1.217043262241365e-11
43,CTR,frontal,theta,1.0038447040152423e-11
43,CTR,frontal,alfa,1.025224941849886e-11
43,CTR,frontal,beta,1.264850129889182e-11
43,CTR,frontal,delta,1.1367863563130182e-11
43,CTR,frontal,theta,8.791918740155194e-12
43,CTR,frontal,alfa,1.0075146141271022e-11
43,CTR,frontal,beta,1.1463740543964305e-11
43,CTR,frontal,delta,1.1398291043406548e-11
43,CTR,frontal,theta,9.127729212728198e-12
43,CTR,frontal,alfa,1.0375387159262035e-11
43,CTR,frontal,beta,1.2373686195062456e-11
43,CTR,central,delta,7.19579216634613e-12
43,CTR,central,theta,5.985000296642229e-12
43,CTR,central,alfa,6.356441287829502e-12
43,CTR,central,beta,9.040727334610783e-12
43,CTR,central,delta,5.872360763049605e-12
43,CTR,central,theta,4.908493610418489e-12
43,CTR,central,alfa,5.5661627655610224e-12
43,CTR,central,beta,6.872055045587659e-12
43,CTR,central,delta,5.923525928782245e-12
43,CTR,central,theta,5.39524861934209e-12
43,CTR,central,alfa,6.4880406823401575e-12
43,CTR,central,beta,7.846786069106935e-12
43,CTR,central,delta,5.093981043696527e-12
43,CTR,central,theta,4.641445281947631e-12
43,CTR,central,alfa,7.209750553493206e-12
43,CTR,central,beta,5.982846770891665e-12
43,CTR,central,delta,6.288661129698958e-12
43,CTR,central,theta,6.01885568254468e-12
43,CTR,central,alfa,8.979498359673647e-12
43,CTR,central,beta,1.1073386177882406e-11
43,CTR,parietal,delta,9.992957148283983e-13
43,CTR,parietal,theta,8.98973026895768e-13
43,CTR,parietal,alfa,1.0559266379560863e-12
43,CTR,parietal,beta,1.1548010982484573e-12
43,CTR,parietal,delta,1.0990098384791802e-12
43,CTR,parietal,theta,8.267666854412041e-13
43,CTR,parietal,alfa,9.208962121525673e-13
43,CTR,parietal,beta,9.225227739426986e-13
43,CTR,parietal,delta,1.6154133697924376e-12
43,CTR,parietal,theta,1.7230924908193174e-12
43,CTR,parietal,alfa,2.129186757359166e-12
43,CTR,parietal,beta,2.3218696445418567e-12
43,CTR,parietal,delta,1.3857633922443003e-12
43,CTR,parietal,theta,1.4656107095982462e-12
43,CTR,parietal,alfa,1.6286278387123778e-12
43,CTR,parietal,beta,1.2223923528776395e-12
43,CTR,parietal,delta,5.288166162243103e-12
43,CTR,parietal,theta,4.426528484969429e-12
43,CTR,parietal,alfa,5.965358142465348e-12
43,CTR,parietal,beta,5.006594033044806e-12
43,CTR,occipital,delta,2.4217396965695034e-12
43,CTR,occipital,theta,2.525738161912708e-12
43,CTR,occipital,alfa,2.9344411119457434e-12
43,CTR,occipital,beta,2.167467100010597e-12
43,CTR,occipital,delta,2.394304879057882e-12
43,CTR,occipital,theta,2.4077836450313972e-12
43,CTR,occipital,alfa,2.903250267260826e-12
43,CTR,occipital,beta,2.074310674731052e-12
43,CTR,occipital,delta,3.671308639464575e-12
43,CTR,occipital,theta,3.5982546427752912e-12
43,CTR,occipital,alfa,5.011245300773014e-12
43,CTR,occipital,beta,3.2480719750371155e-12
73,EXP,frontal,delta,3.317800232422198e-11
73,EXP,frontal,theta,3.235508095842151e-11
73,EXP,frontal,alfa,3.8385289004135984e-11
73,EXP,frontal,beta,5.271437960236907e-11
73,EXP,frontal,delta,3.440064650528926e-11
73,EXP,frontal,theta,3.0816776049198645e-11
73,EXP,frontal,alfa,3.815421129329119e-11
73,EXP,frontal,beta,5.171613809731416e-11
73,EXP,frontal,delta,3.496086522663316e-11
73,EXP,frontal,theta,3.1003121908537466e-11
73,EXP,frontal,alfa,3.836454925260993e-11
73,EXP,frontal,beta,5.5252015795145946e-11
73,EXP,frontal,delta,3.99896354329301e-11
73,EXP,frontal,theta,2.6463424596690784e-11
73,EXP,frontal,alfa,3.738291806310732e-11
73,EXP,frontal,beta,4.851700716211944e-11
73,EXP,frontal,delta,4.2766422350649475e-11
73,EXP,frontal,theta,2.9043086163709042e-11
73,EXP,frontal,alfa,3.8300481158487365e-11
73,EXP,frontal,beta,6.02478738730353e-11
73,EXP,central,delta,2.58928904134547e-11
73,EXP,central,theta,1.4533720486867184e-11
73,EXP,central,alfa,2.35336531879671e-11
73,EXP,central,beta,2.1820086192792158e-11
73,EXP,central,delta,1.6742447406583013e-11
73,EXP,central,theta,1.2672057177098802e-11
73,EXP,central,alfa,2.2949330840058293e-11
73,EXP,central,beta,2.1223122895592354e-11
73,EXP,central,delta,1.740687514760991e-11
73,EXP,central,theta,1.2464359938190336e-11
73,EXP,central,alfa,2.1639613245902784e-11
73,EXP,central,beta,1.9167943754181712e-11
73,EXP,central,delta,1.7806650380360205e-11
73,EXP,central,theta,1.1793374630542943e-11
73,EXP,central,alfa,2.2851702839258665e-11
73,EXP,central,beta,1.962710668967309e-11
73,EXP,central,delta,1.71491230137105e-11
73,EXP,central,theta,1.216722085899604e-11
73,EXP,central,alfa,2.165151759850208e-11
73,EXP,central,beta,1.8199812828099007e-11
73,EXP,parietal,delta,1.0918222515814476e-11
73,EXP,parietal,theta,3.2655351902896726e-12
73,EXP,parietal,alfa,4.63662811853523e-12
73,EXP,parietal,beta,3.191857438162547e-12
73,EXP,parietal,delta,1.0848607794668484e-11
73,EXP,parietal,theta,2.69443699981892e-12
73,EXP,parietal,alfa,4.015242994313318e-12
73,EXP,parietal,beta,2.7345108983869024e-12
73,EXP,parietal,delta,1.0878133829128473e-11
73,EXP,parietal,theta,4.258160670102744e-12
73,EXP,parietal,alfa,5.798215893405964e-12
73,EXP,parietal,beta,4.371557077954627e-12
73,EXP,parietal,delta,1.4128606742859757e-11
73,EXP,parietal,theta,4.900586402689356e-12
73,EXP,parietal,alfa,6.7203775447396114e-12
73,EXP,parietal,beta,4.702855116051461e-12
73,EXP,parietal,delta,1.2647717049880875e-11
73,EXP,parietal,theta,5.921837603864141e-12
73,EXP,parietal,alfa,7.489989661274235e-12
73,EXP,parietal,beta,5.98666721717899e-12
73,EXP,occipital,delta,9.895137319369872e-12
73,EXP,occipital,theta,3.627588415965586e-12
73,EXP,occipital,alfa,4.684213832657662e-12
73,EXP,occipital,beta,3.0325395796629913e-12
73,EXP,occipital,delta,1.0484658099329578e-09
73,EXP,occipital,theta,2.1883307613748207e-10
73,EXP,occipital,alfa,1.0454868950449658e-10
73,EXP,occipital,beta,1.0716722993343998e-10
73,EXP,occipital,delta,1.1159574413702586e-11
73,EXP,occipital,theta,5.293700179229051e-12
73,EXP,occipital,alfa,7.891894304421561e-12
73,EXP,occipital,beta,4.739992054689839e-12
